submitted_on,level_measurable,measure_reason,well_depth,depth_unit,depth_over100,endcap_available,measure_method,method_other,measure_datum,casing_length,casing_unit,static_level,level_unit,logger_available,logger_photo,logger_not_available_reason,logger_type,logger_depth,logger_unit,logger_download,download_reason,download_other,barlogger_available,barlogger_photo,barlogger_download,barlogger_reason,barlogger_other,barlogger_match,barlogger_name,traditional_authority,district,dipper_available,dipper_condition,dipper_problem,problem_other,dipper_photo,ppe_available,ppe_photo,community_sensitized,well_purpose,vandalism_reason,vandal_other,vandal_control,control_other,civil_photo,other_issues,site_importance,importance_other,site_accessible,access_problem,potable_access,source_type,improvement_plan
2/12/2022 0:00,Yes,NA,31.83,mbgl,No,Yes,Data logger,NA,Top of casing,22,cm,5.91,m,Yes,https://api.mwater.co/v3/images/ef136cb9c5f1469686c569e030154138,NA,Solinst,20.45,m,No,No connection to computer,NA,Yes,https://api.mwater.co/v3/images/9f8b009f27674bceaf70956c1f226df0; https://api.mwater.co/v3/images/b0fa2f1ce49d485ba271d587df094cab,Yes,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,Yes,Measuring the water table,"People/children are curious to see what is inside , They want to remove parts of the monitoring well to sell",NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/b7e3044d8c824c68aa9bee8331c1da86,Keys not available,Geology related,NA,Yes,NA,Yes,Piped into public tap / stand pipe / basin,"Replace end cap, Provide manual dipper, Replacement of the level logger, Rehabilitation of the civil  works"
2/12/2022 0:00,No,"Other, The borehole was filled with sand/rock",NA,NA,NA,No,Data logger,NA,Groundlevel,NA,NA,NA,NA,No,NA,Vandalized,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,NA,No,NA,"People/children are curious to see what is inside , They want to remove parts of the monitoring well to sell",NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/404b8f5ef298490a9b6767c98486bf28,NA,Abstraction point (near wellfield),NA,Yes,NA,Yes,Piped into public tap / stand pipe / basin,"Discard monitoring well, Replace the well"
2/12/2022 0:00,Yes,NA,67.78,mbgl,No,No,Data logger,NA,Top of casing,7,cm,2.71,m,Yes,https://api.mwater.co/v3/images/1454a9bac0de458aa90a1006d8831376; https://api.mwater.co/v3/images/8bc09816d5c54bef8d4ecc67d6819155,NA,Solinst,30.1,m,No,No connection to computer,NA,No,NA,NA,NA,NA,Could not determine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Organize a dedicated committee , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/9ec691dd7fa74f2ea41fb076262165a4,NA,Geology related,NA,Yes,NA,Yes,Borehole or tubewell,"Rehabilitation of the civil  works, Welding on the existing hinges, Provide manual dipper, Identify and training gauge reader"
2/12/2022 0:00,Yes,NA,41.56,mbgl,No,Yes,Data logger,NA,Top of casing,31,cm,3.4,m,Yes,https://api.mwater.co/v3/images/a4fda255c7514ad2834c20f0da6e1231; https://api.mwater.co/v3/images/a1bafe687e2744d9b0ee4ac154b706a5,NA,Solinst,30,m,No,No connection to computer,NA,Yes,https://api.mwater.co/v3/images/2bc898ccb3e84eecbb92e1baf57a6fe2,No,No connection to computer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Measuring the water table,They want to remove parts of the monitoring well to sell,NA,Improve security features around the monitoring well,NA,https://api.mwater.co/v3/images/c0610316b0ac488a8f204516bb745dad,NA,Geology related,NA,Yes,NA,Yes,Borehole or tubewell,"Welding on the existing hinges, Replacement of the level logger, Replace barologger , Provide manual dipper, Replace end cap"
2/12/2022 0:00,Yes,NA,51.02,mbgl,No,No,Data logger,NA,Top of casing,8,cm,13.2,m,Yes,https://api.mwater.co/v3/images/5610722d9da4479dbb0a4ff9dcb941e4,NA,Solinst,30.19,m,No,No connection to computer,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,"People/children are curious to see what is inside , They want to remove parts of the monitoring well to sell",NA,"Improve security features around the monitoring well, Organize a dedicated committee",NA,https://api.mwater.co/v3/images/e8dda22e8da4473ab5b808ce43313473,Keys not available,Geology related,NA,Yes,NA,No,NA,"Replacement of the level logger, Provide manual dipper, Identify and training gauge reader, Rehabilitation of the civil  works, Replace and weld the hinges, Replacement of the cover and hinges, Welding on the existing hinges"
2/12/2022 0:00,No,The borehole was filled with sand/rock,NA,NA,NA,No,Data logger,NA,Top of casing,20,cm,NA,NA,No,NA,Vandalized,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Could not determine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,"People/children are curious to see what is inside , They want to remove parts of the monitoring well to sell",NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well, Organize a dedicated committee",NA,https://api.mwater.co/v3/images/eb510af5b9ef41e6a72211491f6338d8,NA,Geology related,NA,Yes,NA,Yes,Borehole or tubewell,"Replace the well , Discard monitoring well"
2/12/2022 0:00,Yes,NA,43,mbgl,No,No,Manual dipper,NA,Groundlevel,NA,NA,6,m,Yes,NA,NA,Solinst,18.3,m,No,Other,Problems with downloading. No response from the logger,No,NA,NA,NA,NA,Yes,Mwala Wanyenje Kasungu,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/01e103efc2ce4adbaac86f7066342c79,Broken hinges and  cracked civil works,"Spatial coverage, Geology related",NA,Yes,NA,Yes,Borehole or tubewell,"Replacement of the level logger, Installation of a new logger , Replace end cap, Identify and training gauge reader, Provide manual dipper"
2/12/2022 0:00,No,The borehole was filled with sand/rock,NA,NA,NA,No,Other,The borehole is filled up not possible to do anything,Groundlevel,NA,NA,NA,NA,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,"People/children are curious to see what is inside , They want to remove parts of the monitoring well to sell",NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/7656ab9d18cf4576bb391b2a3558d323,Vandalised borehole. Filled up to 0.6m depth. Civil works needs maintenance including inside plastering of the manhole. Cover vandalised,"Spatial coverage, Geology related",NA,Yes,NA,Yes,Borehole or tubewell,"Rehabilitation of the civil  works, Redevelop the monitoring well, Identify and training gauge reader, Replace end cap, Provide manual dipper"
2/12/2022 0:00,Yes,NA,54.9,mbgl,No,No,Manual dipper,NA,Groundlevel,NA,NA,3.38,m,Yes,https://api.mwater.co/v3/images/4dcd4a4a5d3e417caa081c30c3a23f4e; https://api.mwater.co/v3/images/76c1e3cbe8eb424b8e09ac194e7dbadf,NA,Solinst,23,m,No,No connection to computer,NA,Yes,https://api.mwater.co/v3/images/148c6407eb7f4bbd879e431f8c3f06fd; https://api.mwater.co/v3/images/c8d898d8b53a4adfb8cde6a802fe7d84,No,No connection to computer,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,No,NA,"People/children are curious to see what is inside , They want to remove parts of the monitoring well to sell",NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/0237bbeed87542d59d558b22125fdb62,"Both hinges needs welding.
Locking mechanism needs improvement as prisoners    break the locks for fabrication of jewels. Currently, a bolt and nut is being used to secure the cover","Spatial coverage, Geology related",NA,Yes,NA,Yes,Borehole or tubewell,"Replacement of the cover and hinges, Replace barologger , Replacement of the level logger, Installation of a new logger , Replace end cap, Provide manual dipper, Replace the well , Identify and training gauge reader"
2/12/2022 0:00,No,The borehole was filled with sand/rock,NA,NA,NA,No,Manual dipper,NA,Groundlevel,NA,NA,NA,NA,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Yes,Mwanza Prison Farm,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/c83d90525dda4e28b6bbe07453304970,The  end cup needs replacement. Poor manhole cover quality. Similar substandard manhole covers have left boreholes to be easy targets for vandalism. Civil works needs maintenance especially inside is not plastered and the bricks are wet. The borehole is filled with debris and requires rehabilitation. Poor workmanship of the manhole and the structure quality points to lack of supervisionl,"Spatial coverage, Geology related , Vertical coverage (deeper aquifer)",NA,Yes,NA,Yes,Borehole or tubewell,"Rehabilitation of the civil  works, Replacement of the cover and hinges, Installation of a new logger , Identify and training gauge reader, Provide manual dipper"
2/12/2022 0:00,Yes,NA,33.4,mbgl,Yes,Yes,Manual dipper,NA,Groundlevel,NA,NA,3.36,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Yes,Kuti Pumping Station Salima,NA,NA,Yes,Good condition,NA,NA,https://api.mwater.co/v3/images/1e302c245d7f4fdeb1b5706a4d2ae039; https://api.mwater.co/v3/images/5e6a0fb243984c28a0f9b2e9f40667d2,No,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/607d503a9fe54ebeb107efc5c7d07bf0,Manhole needs maintenance and replacement of the cover. Poor manhole workmanship. Inside needs plastering,"Spatial coverage, Vertical coverage (deeper aquifer), Geology related",NA,Yes,NA,Yes,Borehole or tubewell,"Rehabilitation of the civil  works, Replacement of the cover and hinges, Installation of a new logger , Identify and training gauge reader"
2/12/2022 0:00,Yes,NA,93.5,mbgl,Yes,No,Manual dipper,NA,Groundlevel,NA,NA,2.59,m,Yes,https://api.mwater.co/v3/images/8a9d90bff03d41d8ad8ce856849990fa; https://api.mwater.co/v3/images/c7aad7e426ab4a24b72edcad5694aba2; https://api.mwater.co/v3/images/bdfca7cf4cbc457897b54fe3835a023e,NA,Solinst,30,m,No,No connection to computer,NA,No,NA,NA,NA,NA,Yes,Nathenje,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,"People/children are curious to see what is inside , People want to access water when their primary source is broken down",NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well, Handover safeguarding responsibilities to the Water Point Committee",NA,https://api.mwater.co/v3/images/f51585be438d4251b80b4519ff30e8fa,One hinge will require welding. The manhole needs to be raised up as it is on the same level with the ground and can be easily silted with heavy rains.,"Spatial coverage, Vertical coverage (deeper aquifer), Geology related",NA,Yes,NA,Yes,Borehole or tubewell,"Rehabilitation of the civil  works, Replacement of the cover and hinges, Replace end cap, Identify and training gauge reader, Provide manual dipper"
2/12/2022 0:00,Yes,NA,120,mbgl,Yes,Yes,Manual dipper,NA,Groundlevel,NA,NA,13.42,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Yes,Mwanza Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/9fda556abf804fa19991954bf504693b,"The manhole needs  maintenence  including interior plastering and the cover needs to be replaced, its of poor quality.The hook got damaged during force opening of the lock.","Spatial coverage, Geology related , Vertical coverage (deeper aquifer)",NA,Yes,NA,Yes,Borehole or tubewell,"Rehabilitation of the civil  works, Replacement of the cover and hinges, Installation of a new logger , Identify and training gauge reader, Provide manual dipper"
2/12/2022 0:00,Yes,NA,50,mbgl,No,Yes,Manual dipper,NA,Groundlevel,NA,NA,2.63,m,Yes,https://api.mwater.co/v3/images/8d991655136f42e398ba6235ad7eb270; https://api.mwater.co/v3/images/735d7cd0ffcb468db40ec02282272a82,NA,Solinst,23.75,m,No,No connection to computer,NA,No,NA,NA,NA,NA,Yes,Mmanga,NA,NA,Yes,Good condition,NA,NA,https://api.mwater.co/v3/images/3110a965c7bb4da3be05cc082b300ddb; https://api.mwater.co/v3/images/12204d1af45149a5b56d4aafbc19084b,No,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/497bcdfe90db486b8c3af7628baddf01,Needs manhole maintenance and the sealing to be water tight. The manhole is filled with water when it rains,"Spatial coverage, Geology related",NA,Yes,NA,Yes,Borehole or tubewell,"Rehabilitation of the civil  works, Replacement of the level logger, Identify and training gauge reader, Redevelop the monitoring well"
2/12/2022 0:00,No,The borehole was filled with sand/rock,NA,NA,NA,No,Manual dipper,NA,Groundlevel,NA,NA,NA,NA,No,NA,Covered in debris,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Yes,Mwalawanyenje Kasungu,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Organize a dedicated committee , Improve security features around the monitoring well, Handover safeguarding responsibilities to the Water Point Committee",NA,https://api.mwater.co/v3/images/f5d0b3f54a5d492db05695bdd4cca225,The lock is missing and borehole backfilled  with debris up to 0.5m depth,"Spatial coverage, Vertical coverage (deeper aquifer), Geology related",NA,Yes,NA,Yes,Borehole or tubewell,"Replacement of the level logger, Installation of a new logger , Redevelop the monitoring well, Identify and training gauge reader, Provide manual dipper"
2/12/2022 0:00,Yes,NA,81,mbgl,No,Yes,Manual dipper,NA,Groundlevel,NA,NA,12.98,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Yes,Mwanza Prison,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/d92dfe4897c3416b9d31607de29bba9f,"The poor quality  cover needs replacement and borehole needs installation. Manhole needs maintenance
","Spatial coverage, Geology related , Vertical coverage (deeper aquifer)",NA,Yes,NA,Yes,Borehole or tubewell,"Replacement of the cover and hinges, Installation of a new logger , Identify and training gauge reader, Provide manual dipper"
2/12/2022 0:00,No,The borehole was filled with sand/rock,NA,NA,NA,No,Other,Vandalised and filled with debris,Groundlevel,NA,NA,NA,NA,No,NA,Vandalized,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/71024f02b55842bc9afc31391b651827,Padlock stolen and civil works needs minor maintenance. Enhanced  security required before any new installation,"Spatial coverage, Geology related",NA,Yes,NA,Yes,Borehole or tubewell,"Redevelop the monitoring well, Installation of a new logger , Identify and training gauge reader, Provide manual dipper"
2/12/2022 0:00,Yes,NA,48.86,mbgl,No,Yes,Manual dipper,NA,Top of casing,18,cm,12.71,m,Yes,https://api.mwater.co/v3/images/df9ade1875d94ecfa15784100a851aa0; https://api.mwater.co/v3/images/c24620a0e2654146b449774ee0ad53f6; https://api.mwater.co/v3/images/5d4bc496067141b992a2d2736aef0d3b,NA,Solinst,29,m,No,No connection to computer,NA,No,NA,NA,NA,NA,Yes,Kuti Pumping Station Salima,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/d9e29ce61a61488a8311fe40365bd062,"Both hinges are broken and needs welding 
The structure needs minor exterior maintenance.
Enhanced security required","Spatial coverage, Geology related",NA,Yes,NA,Yes,Borehole or tubewell,"Replace and weld the hinges, Replacement of the level logger, Provide manual dipper, Identify and training gauge reader"
2/12/2022 0:00,No,The borehole was filled with sand/rock,NA,NA,NA,No,Other,Could not  measure the water level because the observed water level was due to displacement  by items thrown into the well. The logger is stuck in the debris and could not be pulled out of the well,Groundlevel,NA,NA,NA,NA,No,NA,Covered in debris,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Yes,Kuti Pumping  Station  Salima,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/c1e4c71e682a4f9a8c3f5349f09eb488,"The well is filled with debris.
The manhole surface needs maintenance and upgrading to a water proof structure.
The lock was vandalised 
Security is a major issue  especially school children","Spatial coverage, Geology related",NA,Yes,NA,Yes,Borehole or tubewell,"Redevelop the monitoring well, Replace end cap, Replacement of the level logger, Identify and training gauge reader, Provide manual dipper"
2/12/2022 0:00,Yes,NA,35,mbgl,No,Yes,Manual dipper,NA,Top of casing,10,mm,0.675,m,Yes,NA,NA,Solinst,18.2,m,No,Other,Logger suspected to have malfunctioned,No,NA,NA,NA,NA,Yes,Kuti Pumping Station Salima,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/085697c1d4ff405cb2987614a4e3dbc0,The surrounding is grassy but civil works intact,"Recharge measurement (near dam), Geology related , Spatial coverage",NA,Yes,NA,Yes,Borehole or tubewell,"Replacement of the level logger, Identify and training gauge reader, Provide manual dipper"
2/12/2022 0:00,Yes,NA,97.5,mbgl,No,No,Manual dipper,NA,Groundlevel,NA,NA,24.51,m,Yes,NA,NA,Solinst,41.5,m,No,Other,Malfunctioned Logger,No,NA,NA,NA,NA,Yes,Chileka Water Office,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/15304b79437b4c4c81bd9d33c2fe0dd7,Site security enhancement required,"Spatial coverage, Geology related",NA,Yes,NA,Yes,Borehole or tubewell,"Replacement of the level logger, Replace end cap, Identify and training gauge reader, Provide manual dipper"
2/12/2022 0:00,Yes,NA,105,mbgl,Yes,No,Manual dipper,NA,Top of casing,20,mm,16,m,Yes,NA,NA,Solinst,31,m,No,Other,Suspected Malfunctioned Logger,No,NA,NA,NA,NA,Yes,"Nathenje , Lilongwe",NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/4d6ebd9aedc64ad485aa937c3e9fddc1,Very minor cracks  on the manhole,"Spatial coverage, Geology related",NA,Yes,NA,Yes,Borehole or tubewell,"Replacement of the level logger, Replace end cap, Identify and training gauge reader, Provide manual dipper"
2/13/2022 0:00,Yes,NA,45.5,mbgl,No,No,Manual dipper,NA,Groundlevel,NA,NA,3.46,m,Yes,https://api.mwater.co/v3/images/562c2fe0573c4517a436618454a565fc,NA,Seba,21,m,No,Other,No software and cradle,Yes,https://api.mwater.co/v3/images/269026071ed8472bbb85a08c3189c4dc,No,Other,No accessories and software for downloading,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,Sensitise the community on the importance of this monitoring well,NA,https://api.mwater.co/v3/images/1fb982c7aba248d585132603a17941ff,"Replace loggers with latest versions
Provide software and accessories for easy data download","Spatial coverage, Other",General water level and water quality monitoring,Yes,NA,Yes,Piped into dwelling,"Replacement of the level logger, Replace barologger , Replace end cap"
2/13/2022 0:00,Yes,NA,57.4,mbgl,No,No,Manual dipper,NA,Groundlevel,NA,NA,2.04,m,Yes,https://api.mwater.co/v3/images/9b45f39ebdc44e95b03a77064b0c53d4,NA,Seba,12,m,No,Other,We dont have software and cradle,No,NA,NA,NA,NA,Yes,Ntcheu District hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/7152dfe87e474bd49aaeecfc4c7431fa,Some civil works broken parts but small,Recharge measurement (near dam),NA,Yes,NA,Yes,Piped into public tap / stand pipe / basin,"Rehabilitation of the civil  works, Replacement of the level logger, Provide manual dipper, Identify and training gauge reader, Replace end cap"
2/13/2022 0:00,No,The borehole was filled with sand/rock,NA,NA,NA,No,Other,Cannot measure,Groundlevel,NA,NA,NA,NA,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Yes,Mmanga,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well, Other",There should be efforts to provide Water to this community before another monitoring well is installed here,https://api.mwater.co/v3/images/68ada18b9a7e4158b1758949ee8473bb,The borehole and civil works are completely damaged. Filled with locks up to the top,Vertical coverage (deeper aquifer),NA,Yes,NA,No,NA,"Redevelop the monitoring well, Rehabilitation of the civil  works"
2/13/2022 0:00,Yes,NA,72.8,mbgl,No,Yes,Manual dipper,NA,Top of casing,25,cm,22.8,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Yes,To be determined,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/0d52c05a52744b8c96b9d99f28604b92,"The inside has no concrete finish 
The civil works just need to be completely redone 

","Vertical coverage (deeper aquifer), Spatial coverage",NA,Yes,NA,Yes,Borehole or tubewell,"Rehabilitation of the civil  works, Replacement of the cover and hinges, Installation of a new logger , Redevelop the monitoring well, Identify and training gauge reader, Provide manual dipper"
2/13/2022 0:00,Yes,NA,92.2,mbgl,Yes,Yes,Manual dipper,NA,Groundlevel,NA,NA,18.17,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Yes,To be determined,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/d32ba482719044018dea58faf17d14cf,This civil works structure will need to be re-constructed altogether as it was poorly done,Vertical coverage (deeper aquifer),NA,Yes,NA,Yes,Borehole or tubewell,"Rehabilitation of the civil  works, Replacement of the cover and hinges, Installation of a new logger , Identify and training gauge reader, Provide manual dipper, Redevelop the monitoring well"
2/13/2022 0:00,Yes,NA,98,mbgl,No,Yes,Manual dipper,NA,Top of casing,17,cm,14,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Could not determine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,NA,"Poor finishing of the concrete structure.
Poor material for the cover
No concrete inside the structure
The contractor really wasnt serious on this one","Vertical coverage (deeper aquifer), Spatial coverage, Other",General groundwater and water quality measurements,Yes,NA,Yes,Borehole or tubewell,"Rehabilitation of the civil  works, Replacement of the cover and hinges, Installation of a new logger , Identify and training gauge reader, Provide manual dipper, Redevelop the monitoring well"
2/13/2022 0:00,No,The borehole was filled with sand/rock,NA,NA,NA,No,Other,Not possible,Groundlevel,NA,NA,NA,NA,No,NA,Vandalized,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Yes,Nathenje,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/25a6c7a4662546eaa53cf1409c8215da,"Cover damaged and civil works needs rehabilitation
Borehole requires redevelopment if possible","Vertical coverage (deeper aquifer), Spatial coverage",NA,Yes,NA,Yes,Borehole or tubewell,"Replacement of the level logger, Replace the well , Identify and training gauge reader"
2/13/2022 0:00,Yes,NA,40,mbgl,No,No,Manual dipper,NA,Groundlevel,NA,NA,0.67,m,Yes,NA,NA,Solinst,12.5,m,No,Other,Faulty logger,No,NA,NA,NA,NA,Yes,Mwalawanyenje,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/28355d14d3644191b9c50ea4fd6f87ca,No top end cap,Recharge measurement (near dam),NA,Yes,NA,Yes,Borehole or tubewell,"Replace end cap, Replacement of the level logger"
2/13/2022 0:00,Yes,NA,42.5,mbgl,No,Yes,Manual dipper,NA,Groundlevel,NA,NA,1.7,m,Yes,NA,NA,Solinst,18,m,No,Other,Logger suspected to be malfunctioning,No,NA,NA,NA,NA,Yes,Mwalawanyenje,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,https://api.mwater.co/v3/images/9044bd9dc3a341fb929c4d58901b1c3e,One hinge broken. Lock needs to be replaced,Spatial coverage,NA,Yes,NA,Yes,Borehole or tubewell,"Welding on the existing hinges, Replacement of the level logger, Other"
2/13/2022 0:00,No,The community denied us access,NA,NA,NA,Could not determine,Manual dipper,NA,Groundlevel,NA,NA,NA,NA,Could not determine,NA,Not able to check,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Yes,To be determined,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Other,People are angry because they thought this was a Water supply borehole and they mentioned that they were told so during time of drilling,Other,Hand over the well to the community for Water supply,NA,NA,Vertical coverage (deeper aquifer),NA,Yes,NA,No,NA,Discard as monitoring well and donate to the community
3/15/2022 0:00,No,The borehole was filled with sand/rock,NA,NA,NA,No,Data logger,NA,Top of casing,12,cm,NA,NA,Yes,https://api.mwater.co/v3/images/1ed25760dc6747489b881561838ee974; https://api.mwater.co/v3/images/00bcb4648adc483eac69d921cb5bd771,NA,Solinst,29.77,m,Yes,NA,NA,No,NA,NA,NA,NA,Could not determine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,"People/children are curious to see what is inside , They want to remove parts of the monitoring well to sell",NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/815c3c91dfad40c18db9fde2414be016,The cover has be vandalised,Geology related,NA,Yes,NA,Yes,Borehole or tubewell,"Replace the well , Discard monitoring well"
9/20/2023 0:00,Yes,NA,89.65,mbgl,No,Yes,Manual dipper,NA,Top of casing,3,cm,6.96,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Measuring the water table,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/f0f85810f9e54f369782e477b41ff53a,NA,"Geology related , Vertical coverage (deeper aquifer)",NA,Yes,NA,Yes,Piped into public tap / stand pipe / basin,"Rehabilitation of the civil  works, Welding on the existing hinges, Replace and weld the hinges, Replacement of the cover and hinges, Provide manual dipper"
9/21/2023 0:00,Yes,NA,44.3,mbgl,No,Yes,Manual dipper,NA,Groundlevel,NA,NA,10.38,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,Yes,Poor condition,Battery not functioning,NA,https://api.mwater.co/v3/images/1754643f9c82440e9bd2e6f712100e9e,No,NA,Yes,Measuring the water table,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/7fd9b3d573f64d10a2e653dcfc86eaf3,NA,Geology related,NA,Yes,NA,Yes,Piped into yard/plot,"Replacement of the cover and hinges, Installation of a new logger , Provide manual dipper"
